item,organization_id,onhand_qty,reserved_qty,available_qty,subinventory_code,locator_code,serial_number,last_update_date,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
ITEM-00189,101,360,0,360,QA,A05-B04-C02,,9/15/2025,0,,,ITEM ITEM-00189 has 360 units in WH QA . Available: 360; Reserved: 0.,
ITEM-00199,101,17,3,14,QA,A01-B03-C01,SNP3TC5ZB4,9/5/2025,0,,,ITEM ITEM-00199 has 17 units in WH QA . Available: 14; Reserved: 3.,
ITEM-00152,101,14,0,14,QA,A04-B02-C02,SNRCDMZ32P,9/12/2025,0,,,ITEM ITEM-00152 has 14 units in WH QA . Available: 14; Reserved: 0.,
ITEM-00159,201,15,1,14,FG,A03-B04-C02,,9/11/2025,0,,,ITEM ITEM-00159 has 15 units in WH FG . Available: 14; Reserved: 1.,
ITEM-00265,201,14,1,13,RM,A03-B03-C02,,9/10/2025,0,,,ITEM ITEM-00265 has 14 units in WH RM . Available: 13; Reserved: 1.,
ITEM-00119,301,13,0,13,FG,A05-B01-C02,,9/3/2025,0,,,ITEM ITEM-00119 has 13 units in WH FG . Available: 13; Reserved: 0.,
ITEM-00292,101,15,3,12,QA,A05-B04-C02,,9/9/2025,0,,,ITEM ITEM-00292 has 15 units in WH QA . Available: 12; Reserved: 3.,
ITEM-00004,103,13,1,12,QA,A04-B04-C02,SN0EM5R8K5,9/8/2025,0,,,ITEM ITEM-00004 has 13 units in WH QA . Available: 12; Reserved: 1.,
ITEM-00172,102,12,0,12,QA,A03-B01-C01,,9/19/2025,0,,,ITEM ITEM-00172 has 12 units in WH QA . Available: 12; Reserved: 0.,
ITEM-00153,201,13,2,11,FG,A03-B02-C02,SNIO4MIJIV,10/12/2025,0,,,ITEM ITEM-00153 has 13 units in WH FG . Available: 11; Reserved: 2.,
ITEM-00113,102,12,1,11,STAGING,A03-B04-C01,SNL2QC6S4W,10/6/2025,0,,,ITEM ITEM-00113 has 12 units in WH STAGING . Available: 11; Reserved: 1.,
ITEM-00177,102,12,1,11,WIP,A05-B02-C02,,9/7/2025,0,,,ITEM ITEM-00177 has 12 units in WH WIP . Available: 11; Reserved: 1.,
ITEM-00221,201,12,1,11,FG,A02-B05-C02,SN9QA04DBW,10/7/2025,0,,,ITEM ITEM-00221 has 12 units in WH FG . Available: 11; Reserved: 1.,
ITEM-00244,201,11,0,11,WIP,A04-B04-C02,,10/13/2025,0,,,ITEM ITEM-00244 has 11 units in WH WIP . Available: 11; Reserved: 0.,
ITEM-00255,102,11,0,11,FG,A04-B04-C01,,10/5/2025,0,,,ITEM ITEM-00255 has 11 units in WH FG . Available: 11; Reserved: 0.,
ITEM-00286,201,13,3,10,RM,A01-B04-C02,SN1NPTYZVJ,9/7/2025,0,,,ITEM ITEM-00286 has 13 units in WH RM . Available: 10; Reserved: 3.,
ITEM-00250,201,12,2,10,RM,A02-B03-C02,,10/12/2025,0,,,ITEM ITEM-00250 has 12 units in WH RM . Available: 10; Reserved: 2.,
ITEM-00251,102,12,2,10,STAGING,A02-B04-C01,,9/27/2025,0,,,ITEM ITEM-00251 has 12 units in WH STAGING . Available: 10; Reserved: 2.,
ITEM-00151,201,11,1,10,WIP,A03-B05-C02,SNPYX4M1DH,10/17/2025,0,,,ITEM ITEM-00151 has 11 units in WH WIP . Available: 10; Reserved: 1.,
ITEM-00291,101,10,0,10,STAGING,A05-B02-C02,SN2QDU4CAR,9/8/2025,0,,,ITEM ITEM-00291 has 10 units in WH STAGING . Available: 10; Reserved: 0.,
ITEM-00216,103,12,3,9,RM,A05-B01-C02,SNVIO1RKP2,9/4/2025,0,,,ITEM ITEM-00216 has 12 units in WH RM . Available: 9; Reserved: 3.,
ITEM-00209,102,10,1,9,STAGING,A02-B02-C01,,9/10/2025,0,,,ITEM ITEM-00209 has 10 units in WH STAGING . Available: 9; Reserved: 1.,
ITEM-00018,201,10,1,9,QA,A03-B04-C01,SNGJY8TDTC,10/10/2025,0,,,ITEM ITEM-00018 has 10 units in WH QA . Available: 9; Reserved: 1.,
ITEM-00033,201,9,0,9,WIP,A05-B02-C02,,10/1/2025,0,,,ITEM ITEM-00033 has 9 units in WH WIP . Available: 9; Reserved: 0.,
ITEM-00070,201,9,0,9,RM,A02-B03-C02,,9/4/2025,0,,,ITEM ITEM-00070 has 9 units in WH RM . Available: 9; Reserved: 0.,
ITEM-00167,103,10,2,8,QA,A02-B01-C02,,9/10/2025,0,,,ITEM ITEM-00167 has 10 units in WH QA . Available: 8; Reserved: 2.,
ITEM-00091,102,7,0,7,RM,A04-B03-C01,,9/23/2025,0,,,ITEM ITEM-00091 has 7 units in WH RM . Available: 7; Reserved: 0.,
ITEM-00066,201,7,0,7,STAGING,A02-B01-C02,,9/15/2025,0,,,ITEM ITEM-00066 has 7 units in WH STAGING . Available: 7; Reserved: 0.,
ITEM-00078,201,7,0,7,RM,A04-B01-C01,SNA64SVQLV,9/16/2025,0,,,ITEM ITEM-00078 has 7 units in WH RM . Available: 7; Reserved: 0.,
ITEM-00118,101,7,0,7,FG,A03-B05-C01,,10/1/2025,0,,,ITEM ITEM-00118 has 7 units in WH FG . Available: 7; Reserved: 0.,
ITEM-00092,102,6,0,6,STAGING,A03-B02-C01,SNQCJ785DW,10/3/2025,0,,,ITEM ITEM-00092 has 6 units in WH STAGING . Available: 6; Reserved: 0.,
ITEM-00149,201,6,0,6,FG,A01-B02-C01,,10/14/2025,0,,,ITEM ITEM-00149 has 6 units in WH FG . Available: 6; Reserved: 0.,
ITEM-00047,301,6,1,5,QA,A02-B01-C02,,9/15/2025,0,,,ITEM ITEM-00047 has 6 units in WH QA . Available: 5; Reserved: 1.,
ITEM-00014,101,5,0,5,RM,A01-B02-C01,SN4C1SJJ6N,10/15/2025,0,,,ITEM ITEM-00014 has 5 units in WH RM . Available: 5; Reserved: 0.,
ITEM-00267,301,5,0,5,FG,A02-B05-C02,SNJFGR2RTQ,9/4/2025,0,,,ITEM ITEM-00267 has 5 units in WH FG . Available: 5; Reserved: 0.,
ITEM-00210,101,5,1,4,QA,A03-B05-C02,SNGVWFASUJ,9/26/2025,0,,,ITEM ITEM-00210 has 5 units in WH QA . Available: 4; Reserved: 1.,
ITEM-00122,103,4,0,4,RM,A01-B02-C02,SNZJ05C13W,9/28/2025,0,,,ITEM ITEM-00122 has 4 units in WH RM . Available: 4; Reserved: 0.,
ITEM-00121,103,3,0,3,WIP,A04-B02-C02,,10/11/2025,0,,,ITEM ITEM-00121 has 3 units in WH WIP . Available: 3; Reserved: 0.,
ITEM-00148,201,2,0,2,STAGING,A03-B05-C02,,9/21/2025,0,,,ITEM ITEM-00148 has 2 units in WH STAGING . Available: 2; Reserved: 0.,
ITEM-00277,101,2,0,2,WIP,A02-B03-C02,,9/8/2025,0,,,ITEM ITEM-00277 has 2 units in WH WIP . Available: 2; Reserved: 0.,
ITEM-00021,102,1,0,1,QA,A01-B04-C02,,10/4/2025,0,,,ITEM ITEM-00021 has 1 unit in WH QA . Available: 1; Reserved: 0.,
ITEM-00116,101,1,0,1,FG,A03-B01-C02,,10/3/2025,0,,,ITEM ITEM-00116 has 1 unit in WH FG . Available: 1; Reserved: 0.,
ITEM-00114,103,0,0,0,QA,A04-B05-C01,,9/25/2025,0,,,ITEM ITEM-00114 has 0 units in WH QA . Available: 0; Reserved: 0.,
ITEM-00196,201,0,0,0,RM,A02-B01-C01,SNA0FS0ZA1,9/14/2025,0,,,ITEM ITEM-00196 has 0 units in WH RM . Available: 0; Reserved: 0.,
ITEM-00288,301,0,0,0,WIP,A04-B03-C02,,9/26/2025,0,,,ITEM ITEM-00288 has 0 units in WH WIP . Available: 0; Reserved: 0.,
