requisition_number,requisition_line_id,item,quantity,uom,destination_type_code,need_by_date,organization_id,po_number,so_number,requested_by_user_id,req_status,priority_code,creation_date,route,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
REQ-0000327,900253,ITEM-00149,9,BX,EXPENSE,2025-05-28,201,PO-0000151,,2KWLYA,APPROVED,URGENT,2025-08-11,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000327 for 9 ITEM-00149s from WH 201 Status: APPROVED. Need-by: 2025-05-28. Delay: no delay. Destination: EXPENSE.,
REQ-0000274,900254,ITEM-00109,120,EA,EXPENSE,2025-09-29,103,PO-0000077,,RV63Y6,IN PROCESS,STD,2025-07-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000274 for 120 ITEM-00109s from WH 103 Status: IN PROCESS. Need-by: 2025-09-29. Delay: no delay. Destination: EXPENSE.,
REQ-0000452,900255,ITEM-00240,113,EA,EXPENSE,2025-10-02,103,PO-0000018,,AHPEFF,APPROVED,URGENT,2025-08-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000452 for 113 ITEM-00240s from WH 103 Status: APPROVED. Need-by: 2025-10-02. Delay: no delay. Destination: EXPENSE.,
REQ-0000400,900256,ITEM-00228,179,BX,INVENTORY,2025-07-22,301,PO-0000085,,3NPQBV,REQUIRES REAPPROVAL,STD,2025-07-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000400 for 179 ITEM-00228s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-07-22. Delay: no delay. Destination: INVENTORY.,
REQ-0000329,900257,ITEM-00170,64,CT,EXPENSE,2025-09-15,102,PO-0000007,,P1FK4Y,APPROVED,LOW,2025-10-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000329 for 64 ITEM-00170s from WH 102 Status: APPROVED. Need-by: 2025-09-15. Delay: no delay. Destination: EXPENSE.,
REQ-0000045,900258,ITEM-00045,183,CT,SHOP FLOOR,2025-06-30,201,PO-0000083,,82US97,APPROVED,LOW,2025-08-07,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000045 for 183 ITEM-00045s from WH 201 Status: APPROVED. Need-by: 2025-06-30. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000227,900259,ITEM-00239,130,PK,INVENTORY,2025-09-30,102,PO-0000261,,OEAOOJ,IN PROCESS,LOW,2025-08-10,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000227 for 130 ITEM-00239s from WH 102 Status: IN PROCESS. Need-by: 2025-09-30. Delay: no delay. Destination: INVENTORY.,
REQ-0000696,900260,ITEM-00153,26,EA,EXPENSE,2025-06-25,301,PO-0000042,,SQW9H9,REJECTED,URGENT,2025-07-06,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000696 for 26 ITEM-00153s from WH 301 Status: REJECTED. Need-by: 2025-06-25. Delay: no delay. Destination: EXPENSE.,
REQ-0000418,900261,ITEM-00180,163,CT,EXPENSE,2025-07-12,301,,SO-0000099,L2JK4R,APPROVED,URGENT,2025-07-20,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000418 for 163 ITEM-00180s from WH 301 Status: APPROVED. Need-by: 2025-07-12. Delay: no delay. Destination: EXPENSE.,
REQ-0000537,900262,ITEM-00150,33,BX,INVENTORY,2025-09-14,301,PO-0000237,,35UFD5,APPROVED,STD,2025-08-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000537 for 33 ITEM-00150s from WH 301 Status: APPROVED. Need-by: 2025-09-14. Delay: no delay. Destination: INVENTORY.,
REQ-0000271,900263,ITEM-00296,67,EA,SHOP FLOOR,2025-07-17,101,,SO-0000015,0J9ZZ9,REJECTED,STD,2025-09-22,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000271 for 67 ITEM-00296s from WH 101 Status: REJECTED. Need-by: 2025-07-17. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000421,900264,ITEM-00060,30,BX,EXPENSE,2025-09-08,103,,SO-0000028,6HM0C2,REJECTED,URGENT,2025-10-17,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000421 for 30 ITEM-00060s from WH 103 Status: REJECTED. Need-by: 2025-09-08. Delay: no delay. Destination: EXPENSE.,
REQ-0000250,900265,ITEM-00029,89,PK,EXPENSE,2025-07-06,201,,SO-0000039,YV4OUK,REJECTED,LOW,2025-07-25,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000250 for 89 ITEM-00029s from WH 201 Status: REJECTED. Need-by: 2025-07-06. Delay: no delay. Destination: EXPENSE.,
REQ-0000357,900266,ITEM-00109,31,BX,INVENTORY,2025-08-15,201,PO-0000144,,KCC8PA,REJECTED,STD,2025-08-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000357 for 31 ITEM-00109s from WH 201 Status: REJECTED. Need-by: 2025-08-15. Delay: no delay. Destination: INVENTORY.,
REQ-0000229,900267,ITEM-00202,169,CT,INVENTORY,2025-08-13,301,,SO-0000134,ALZMYJ,APPROVED,LOW,2025-08-26,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000229 for 169 ITEM-00202s from WH 301 Status: APPROVED. Need-by: 2025-08-13. Delay: no delay. Destination: INVENTORY.,
REQ-0000221,900268,ITEM-00274,56,PK,INVENTORY,2025-09-04,101,,SO-0000085,R2SBMH,APPROVED,URGENT,2025-06-24,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000221 for 56 ITEM-00274s from WH 101 Status: APPROVED. Need-by: 2025-09-04. Delay: no delay. Destination: INVENTORY.,
REQ-0000318,900269,ITEM-00048,144,CT,EXPENSE,2025-07-26,301,,SO-0000106,7AK0SH,REJECTED,LOW,2025-07-30,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000318 for 144 ITEM-00048s from WH 301 Status: REJECTED. Need-by: 2025-07-26. Delay: no delay. Destination: EXPENSE.,
REQ-0000407,900270,ITEM-00126,135,CT,INVENTORY,2025-05-05,102,,SO-0000149,IX27KG,REJECTED,STD,2025-08-09,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000407 for 135 ITEM-00126s from WH 102 Status: REJECTED. Need-by: 2025-05-05. Delay: no delay. Destination: INVENTORY.,
REQ-0000319,900271,ITEM-00054,107,PK,SHOP FLOOR,2025-05-30,102,,SO-0000035,MQMBN4,IN PROCESS,STD,2025-09-27,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000319 for 107 ITEM-00054s from WH 102 Status: IN PROCESS. Need-by: 2025-05-30. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000353,900272,ITEM-00095,4,CT,SHOP FLOOR,2025-09-25,102,,SO-0000069,7A0PZ1,REQUIRES REAPPROVAL,STD,2025-10-16,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000353 for 4 ITEM-00095s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-25. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000677,900273,ITEM-00153,71,BX,INVENTORY,2025-06-07,103,PO-0000184,,CIMCOY,REJECTED,STD,2025-09-10,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000677 for 71 ITEM-00153s from WH 103 Status: REJECTED. Need-by: 2025-06-07. Delay: no delay. Destination: INVENTORY.,
REQ-0000441,900274,ITEM-00205,138,EA,EXPENSE,2025-07-20,301,PO-0000034,,E3JU29,REJECTED,LOW,2025-08-28,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000441 for 138 ITEM-00205s from WH 301 Status: REJECTED. Need-by: 2025-07-20. Delay: no delay. Destination: EXPENSE.,
REQ-0000134,900275,ITEM-00097,65,BX,SHOP FLOOR,2025-04-23,103,PO-0000147,,GQH3ZD,REQUIRES REAPPROVAL,LOW,2025-08-18,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000134 for 65 ITEM-00097s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-04-23. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000315,900276,ITEM-00213,92,CT,EXPENSE,2025-04-30,301,PO-0000029,,08EEXV,REQUIRES REAPPROVAL,LOW,2025-09-17,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000315 for 92 ITEM-00213s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-04-30. Delay: no delay. Destination: EXPENSE.,
REQ-0000595,900277,ITEM-00250,174,EA,EXPENSE,2025-07-17,101,,SO-0000085,M499KE,REQUIRES REAPPROVAL,URGENT,2025-06-27,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000595 for 174 ITEM-00250s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-07-17. Delay: no delay. Destination: EXPENSE.,
REQ-0000607,900278,ITEM-00086,24,EA,EXPENSE,2025-05-09,103,PO-0000042,,M07SZV,APPROVED,URGENT,2025-07-02,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000607 for 24 ITEM-00086s from WH 103 Status: APPROVED. Need-by: 2025-05-09. Delay: no delay. Destination: EXPENSE.,
REQ-0000544,900279,ITEM-00140,50,BX,EXPENSE,2025-08-27,201,PO-0000140,,CLZEED,REQUIRES REAPPROVAL,URGENT,2025-08-27,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000544 for 50 ITEM-00140s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-27. Delay: no delay. Destination: EXPENSE.,
REQ-0000022,900280,ITEM-00046,114,EA,EXPENSE,2025-07-15,101,,SO-0000127,D7G5Y8,REJECTED,STD,2025-08-20,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000022 for 114 ITEM-00046s from WH 101 Status: REJECTED. Need-by: 2025-07-15. Delay: no delay. Destination: EXPENSE.,
REQ-0000563,900281,ITEM-00139,180,CT,SHOP FLOOR,2025-09-04,102,PO-0000211,,I7YWGH,IN PROCESS,URGENT,2025-07-21,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000563 for 180 ITEM-00139s from WH 102 Status: IN PROCESS. Need-by: 2025-09-04. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000539,900282,ITEM-00087,174,BX,SHOP FLOOR,2025-09-28,201,,SO-0000057,VD49W7,REQUIRES REAPPROVAL,URGENT,2025-07-23,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000539 for 174 ITEM-00087s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-28. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000653,900283,ITEM-00275,189,EA,INVENTORY,2025-09-29,201,,SO-0000087,MPAS5Y,IN PROCESS,LOW,2025-08-15,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000653 for 189 ITEM-00275s from WH 201 Status: IN PROCESS. Need-by: 2025-09-29. Delay: no delay. Destination: INVENTORY.,
REQ-0000488,900284,ITEM-00242,38,PK,SHOP FLOOR,2025-04-24,201,,SO-0000130,K73MVD,REJECTED,STD,2025-07-25,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000488 for 38 ITEM-00242s from WH 201 Status: REJECTED. Need-by: 2025-04-24. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000145,900285,ITEM-00149,171,BX,EXPENSE,2025-05-24,301,,SO-0000023,7GRDAU,REJECTED,LOW,2025-06-24,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000145 for 171 ITEM-00149s from WH 301 Status: REJECTED. Need-by: 2025-05-24. Delay: no delay. Destination: EXPENSE.,
REQ-0000669,900286,ITEM-00048,193,CT,EXPENSE,2025-08-03,201,,SO-0000026,91KVBR,APPROVED,URGENT,2025-09-23,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000669 for 193 ITEM-00048s from WH 201 Status: APPROVED. Need-by: 2025-08-03. Delay: no delay. Destination: EXPENSE.,
REQ-0000688,900287,ITEM-00046,165,CT,INVENTORY,2025-06-04,301,,SO-0000011,RA8C4R,REQUIRES REAPPROVAL,STD,2025-09-14,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000688 for 165 ITEM-00046s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-04. Delay: no delay. Destination: INVENTORY.,
REQ-0000208,900288,ITEM-00041,91,PK,INVENTORY,2025-09-23,102,PO-0000151,,3WVBAS,IN PROCESS,LOW,2025-10-15,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000208 for 91 ITEM-00041s from WH 102 Status: IN PROCESS. Need-by: 2025-09-23. Delay: no delay. Destination: INVENTORY.,
REQ-0000249,900289,ITEM-00218,188,PK,INVENTORY,2025-07-26,301,PO-0000228,,LEYP7Z,IN PROCESS,LOW,2025-09-23,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000249 for 188 ITEM-00218s from WH 301 Status: IN PROCESS. Need-by: 2025-07-26. Delay: no delay. Destination: INVENTORY.,
REQ-0000678,900290,ITEM-00185,125,EA,SHOP FLOOR,2025-10-14,102,,SO-0000060,ZKFR59,REQUIRES REAPPROVAL,LOW,2025-07-01,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000678 for 125 ITEM-00185s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-10-14. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000700,900291,ITEM-00123,184,PK,EXPENSE,2025-06-12,301,PO-0000220,,UNA91H,REQUIRES REAPPROVAL,STD,2025-06-24,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000700 for 184 ITEM-00123s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-12. Delay: no delay. Destination: EXPENSE.,
REQ-0000654,900292,ITEM-00127,19,PK,INVENTORY,2025-08-17,102,PO-0000117,,ZKUGAS,REJECTED,LOW,2025-07-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000654 for 19 ITEM-00127s from WH 102 Status: REJECTED. Need-by: 2025-08-17. Delay: no delay. Destination: INVENTORY.,
REQ-0000203,900293,ITEM-00209,135,CT,INVENTORY,2025-09-25,101,PO-0000031,,4KENFJ,REJECTED,URGENT,2025-06-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000203 for 135 ITEM-00209s from WH 101 Status: REJECTED. Need-by: 2025-09-25. Delay: no delay. Destination: INVENTORY.,
REQ-0000652,900294,ITEM-00117,116,CT,EXPENSE,2025-07-15,301,,SO-0000102,YLMZIQ,REJECTED,STD,2025-09-19,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000652 for 116 ITEM-00117s from WH 301 Status: REJECTED. Need-by: 2025-07-15. Delay: no delay. Destination: EXPENSE.,
REQ-0000192,900295,ITEM-00100,197,BX,SHOP FLOOR,2025-06-12,102,,SO-0000038,F5L7LX,APPROVED,LOW,2025-09-04,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000192 for 197 ITEM-00100s from WH 102 Status: APPROVED. Need-by: 2025-06-12. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000227,900296,ITEM-00025,190,BX,INVENTORY,2025-05-11,101,,SO-0000073,OEAOOJ,IN PROCESS,LOW,2025-08-10,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000227 for 190 ITEM-00025s from WH 101 Status: IN PROCESS. Need-by: 2025-05-11. Delay: no delay. Destination: INVENTORY.,
REQ-0000335,900297,ITEM-00209,128,BX,SHOP FLOOR,2025-06-22,201,PO-0000096,,TB88LT,REQUIRES REAPPROVAL,LOW,2025-07-25,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000335 for 128 ITEM-00209s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-22. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000658,900298,ITEM-00042,153,BX,EXPENSE,2025-10-17,103,PO-0000178,,RQZEDR,APPROVED,STD,2025-08-13,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000658 for 153 ITEM-00042s from WH 103 Status: APPROVED. Need-by: 2025-10-17. Delay: no delay. Destination: EXPENSE.,
REQ-0000413,900299,ITEM-00159,119,EA,SHOP FLOOR,2025-05-30,102,PO-0000220,,J419CS,IN PROCESS,LOW,2025-08-30,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000413 for 119 ITEM-00159s from WH 102 Status: IN PROCESS. Need-by: 2025-05-30. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000344,900300,ITEM-00120,198,PK,INVENTORY,2025-10-10,301,,SO-0000146,OOC6GY,IN PROCESS,LOW,2025-09-14,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000344 for 198 ITEM-00120s from WH 301 Status: IN PROCESS. Need-by: 2025-10-10. Delay: no delay. Destination: INVENTORY.,
REQ-0000057,900301,ITEM-00248,124,CT,INVENTORY,2025-06-29,102,PO-0000209,,DOMPK8,REQUIRES REAPPROVAL,URGENT,2025-10-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000057 for 124 ITEM-00248s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-29. Delay: no delay. Destination: INVENTORY.,
REQ-0000695,900302,ITEM-00163,98,EA,INVENTORY,2025-06-14,101,PO-0000075,,1W34KL,APPROVED,STD,2025-06-30,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000695 for 98 ITEM-00163s from WH 101 Status: APPROVED. Need-by: 2025-06-14. Delay: no delay. Destination: INVENTORY.,
REQ-0000158,900303,ITEM-00119,165,EA,INVENTORY,2025-09-15,103,,SO-0000114,FKE6D6,REQUIRES REAPPROVAL,STD,2025-07-05,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000158 for 165 ITEM-00119s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-15. Delay: no delay. Destination: INVENTORY.,
REQ-0000316,900304,ITEM-00006,194,EA,EXPENSE,2025-10-10,101,PO-0000203,,XFY62W,IN PROCESS,URGENT,2025-10-13,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000316 for 194 ITEM-00006s from WH 101 Status: IN PROCESS. Need-by: 2025-10-10. Delay: no delay. Destination: EXPENSE.,
REQ-0000463,900305,ITEM-00078,118,PK,INVENTORY,2025-05-29,102,,SO-0000117,QNTJ8W,REQUIRES REAPPROVAL,LOW,2025-06-26,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000463 for 118 ITEM-00078s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-05-29. Delay: no delay. Destination: INVENTORY.,
REQ-0000146,900306,ITEM-00195,111,BX,SHOP FLOOR,2025-09-20,103,PO-0000198,,MYMEFQ,REJECTED,URGENT,2025-08-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000146 for 111 ITEM-00195s from WH 103 Status: REJECTED. Need-by: 2025-09-20. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000458,900307,ITEM-00126,64,PK,SHOP FLOOR,2025-07-24,201,,SO-0000088,UEW7KM,REQUIRES REAPPROVAL,STD,2025-07-28,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000458 for 64 ITEM-00126s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-07-24. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000361,900308,ITEM-00180,198,BX,INVENTORY,2025-06-02,301,PO-0000210,,VG5W2G,REJECTED,URGENT,2025-08-05,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000361 for 198 ITEM-00180s from WH 301 Status: REJECTED. Need-by: 2025-06-02. Delay: no delay. Destination: INVENTORY.,
REQ-0000402,900309,ITEM-00063,163,BX,INVENTORY,2025-05-24,103,,SO-0000050,C33UC4,IN PROCESS,URGENT,2025-10-05,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000402 for 163 ITEM-00063s from WH 103 Status: IN PROCESS. Need-by: 2025-05-24. Delay: no delay. Destination: INVENTORY.,
REQ-0000041,900310,ITEM-00295,131,EA,INVENTORY,2025-08-24,201,PO-0000206,,NN9C9T,APPROVED,URGENT,2025-08-22,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000041 for 131 ITEM-00295s from WH 201 Status: APPROVED. Need-by: 2025-08-24. Delay: no delay. Destination: INVENTORY.,
REQ-0000389,900311,ITEM-00285,97,CT,EXPENSE,2025-04-29,101,,SO-0000004,Q6SXOV,IN PROCESS,STD,2025-10-12,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000389 for 97 ITEM-00285s from WH 101 Status: IN PROCESS. Need-by: 2025-04-29. Delay: no delay. Destination: EXPENSE.,
REQ-0000603,900312,ITEM-00128,158,PK,EXPENSE,2025-10-12,201,,SO-0000048,MC018Y,IN PROCESS,URGENT,2025-09-17,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000603 for 158 ITEM-00128s from WH 201 Status: IN PROCESS. Need-by: 2025-10-12. Delay: no delay. Destination: EXPENSE.,
REQ-0000515,900313,ITEM-00052,39,BX,SHOP FLOOR,2025-05-03,101,,SO-0000057,KJXFPI,APPROVED,STD,2025-08-21,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000515 for 39 ITEM-00052s from WH 101 Status: APPROVED. Need-by: 2025-05-03. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000163,900314,ITEM-00064,157,BX,SHOP FLOOR,2025-05-12,101,,SO-0000110,JNFXIB,IN PROCESS,STD,2025-06-24,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000163 for 157 ITEM-00064s from WH 101 Status: IN PROCESS. Need-by: 2025-05-12. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000633,900315,ITEM-00119,36,PK,EXPENSE,2025-05-28,201,PO-0000037,,O3RIAR,REJECTED,LOW,2025-08-21,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000633 for 36 ITEM-00119s from WH 201 Status: REJECTED. Need-by: 2025-05-28. Delay: no delay. Destination: EXPENSE.,
REQ-0000564,900316,ITEM-00205,198,BX,INVENTORY,2025-05-30,301,PO-0000190,,1C209V,REJECTED,STD,2025-08-14,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000564 for 198 ITEM-00205s from WH 301 Status: REJECTED. Need-by: 2025-05-30. Delay: no delay. Destination: INVENTORY.,
REQ-0000175,900317,ITEM-00271,28,CT,EXPENSE,2025-09-10,301,PO-0000250,,DT6SKK,REJECTED,STD,2025-07-04,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000175 for 28 ITEM-00271s from WH 301 Status: REJECTED. Need-by: 2025-09-10. Delay: no delay. Destination: EXPENSE.,
REQ-0000443,900318,ITEM-00127,73,EA,INVENTORY,2025-05-22,102,,SO-0000051,YUR68Q,REQUIRES REAPPROVAL,URGENT,2025-08-22,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000443 for 73 ITEM-00127s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-05-22. Delay: no delay. Destination: INVENTORY.,
REQ-0000374,900319,ITEM-00168,115,CT,EXPENSE,2025-06-13,301,PO-0000058,,3XBEPE,IN PROCESS,LOW,2025-08-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000374 for 115 ITEM-00168s from WH 301 Status: IN PROCESS. Need-by: 2025-06-13. Delay: no delay. Destination: EXPENSE.,
REQ-0000274,900320,ITEM-00094,79,BX,EXPENSE,2025-08-05,103,PO-0000028,,RV63Y6,IN PROCESS,STD,2025-07-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000274 for 79 ITEM-00094s from WH 103 Status: IN PROCESS. Need-by: 2025-08-05. Delay: no delay. Destination: EXPENSE.,
REQ-0000317,900321,ITEM-00026,38,CT,SHOP FLOOR,2025-09-11,201,,SO-0000082,00ARCO,REQUIRES REAPPROVAL,URGENT,2025-08-03,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000317 for 38 ITEM-00026s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-11. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000222,900322,ITEM-00031,78,EA,SHOP FLOOR,2025-07-05,301,,SO-0000064,EB558S,IN PROCESS,LOW,2025-09-25,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000222 for 78 ITEM-00031s from WH 301 Status: IN PROCESS. Need-by: 2025-07-05. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000628,900323,ITEM-00139,91,BX,SHOP FLOOR,2025-08-31,101,PO-0000226,,VUAUG6,APPROVED,URGENT,2025-07-07,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000628 for 91 ITEM-00139s from WH 101 Status: APPROVED. Need-by: 2025-08-31. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000471,900324,ITEM-00183,112,EA,INVENTORY,2025-09-30,102,,SO-0000043,ZXIFZF,REJECTED,LOW,2025-07-12,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000471 for 112 ITEM-00183s from WH 102 Status: REJECTED. Need-by: 2025-09-30. Delay: no delay. Destination: INVENTORY.,
REQ-0000277,900325,ITEM-00096,23,PK,INVENTORY,2025-08-03,102,,SO-0000021,M1VHCL,IN PROCESS,STD,2025-06-22,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000277 for 23 ITEM-00096s from WH 102 Status: IN PROCESS. Need-by: 2025-08-03. Delay: no delay. Destination: INVENTORY.,
REQ-0000152,900326,ITEM-00255,13,CT,EXPENSE,2025-04-25,201,,SO-0000057,7F9P0W,IN PROCESS,LOW,2025-10-13,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000152 for 13 ITEM-00255s from WH 201 Status: IN PROCESS. Need-by: 2025-04-25. Delay: no delay. Destination: EXPENSE.,
REQ-0000578,900327,ITEM-00128,138,CT,SHOP FLOOR,2025-09-03,101,PO-0000043,,90AR7E,REJECTED,URGENT,2025-09-07,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000578 for 138 ITEM-00128s from WH 101 Status: REJECTED. Need-by: 2025-09-03. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000500,900328,ITEM-00014,30,BX,SHOP FLOOR,2025-06-20,301,,SO-0000026,JTD91P,APPROVED,STD,2025-08-01,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000500 for 30 ITEM-00014s from WH 301 Status: APPROVED. Need-by: 2025-06-20. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000636,900329,ITEM-00008,100,EA,INVENTORY,2025-07-06,101,,SO-0000021,0456H1,IN PROCESS,LOW,2025-07-27,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000636 for 100 ITEM-00008s from WH 101 Status: IN PROCESS. Need-by: 2025-07-06. Delay: no delay. Destination: INVENTORY.,
REQ-0000154,900330,ITEM-00249,154,BX,SHOP FLOOR,2025-10-14,102,,SO-0000004,OKJPSQ,REQUIRES REAPPROVAL,URGENT,2025-06-24,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000154 for 154 ITEM-00249s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-10-14. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000472,900331,ITEM-00006,65,BX,SHOP FLOOR,2025-05-25,102,PO-0000064,,5STFMP,REQUIRES REAPPROVAL,URGENT,2025-07-08,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000472 for 65 ITEM-00006s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-05-25. Delay: no delay. Destination: SHOP FLOOR.,
