po_number,line_location_id,line_num,item,uom,organization_id,ordered_qty,received_qty,promised_date,need_by_date,last_receipt_date,accepted_qty,rejected_qty,buyer_user_id,vendor_name,po_status,creation_date,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
PO-0000081,600382,3,ITEM-00041,BX,103,83,79,2025-10-22,2025-08-03,2025-10-07,79,0,PBI1FZ,Stark Logistics,IN PROCESS,2025-08-22,76.0,Procurement,,PO PO-0000081 for 83 ITEM-00041s from Stark Logistics to WH 103. Status: IN PROCESS. ETA: 2025-08-03. Delay: 76 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000057,600383,3,ITEM-00284,EA,301,196,195,2025-08-31,2025-07-05,2025-10-03,195,0,DTW2NF,Acme Parts,REJECTED,2025-07-06,105.0,Procurement,,PO PO-0000057 for 196 ITEM-00284s from Acme Parts to WH 301. Status: REJECTED. ETA: 2025-07-05. Delay: 105 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000090,600384,5,ITEM-00212,BX,102,185,184,2025-08-26,2025-09-13,2025-08-23,184,0,43H78W,Wayne Industrial,IN PROCESS,2025-08-09,35.0,Procurement,,PO PO-0000090 for 185 ITEM-00212s from Wayne Industrial to WH 102. Status: IN PROCESS. ETA: 2025-09-13. Delay: 35 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000111,600385,8,ITEM-00188,EA,301,127,125,2025-08-03,2025-07-13,2025-10-14,125,0,WXFF4I,Stark Logistics,REQUIRES REAPPROVAL,2025-08-24,97.0,Procurement,,PO PO-0000111 for 127 ITEM-00188s from Stark Logistics to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-07-13. Delay: 97 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000007,600386,5,ITEM-00118,PK,103,30,31,2025-07-11,2025-10-15,2025-09-18,30,1,0R5BAD,Acme Parts,REJECTED,2025-07-01,0.0,Procurement,,PO PO-0000007 for 30 ITEM-00118s from Acme Parts to WH 103. Status: REJECTED. ETA: 2025-10-15. Delay: no delay.,
PO-0000026,600387,7,ITEM-00035,EA,201,29,25,2025-08-29,2025-06-22,2025-08-21,25,0,P9NHAB,Umbrella,REQUIRES REAPPROVAL,2025-09-03,118.0,Procurement,,PO PO-0000026 for 29 ITEM-00035s from Umbrella to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-06-22. Delay: 118 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000040,600388,6,ITEM-00181,EA,103,41,45,2025-08-25,2025-10-12,2025-09-28,41,4,2OWMW2,Wayne Industrial,REQUIRES REAPPROVAL,2025-10-01,0.0,Procurement,,PO PO-0000040 for 41 ITEM-00181s from Wayne Industrial to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-10-12. Delay: no delay.,
PO-0000198,600389,1,ITEM-00021,BX,103,150,148,2025-08-06,2025-08-02,2025-09-15,148,0,0SZF87,Initech,REJECTED,2025-07-20,77.0,Procurement,,PO PO-0000198 for 150 ITEM-00021s from Initech to WH 103. Status: REJECTED. ETA: 2025-08-02. Delay: 77 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000054,600390,2,ITEM-00202,BX,101,148,145,2025-08-03,2025-05-06,2025-10-02,145,0,DRQDW4,Stark Logistics,APPROVED,2025-09-01,165.0,Procurement,,PO PO-0000054 for 148 ITEM-00202s from Stark Logistics to WH 101. Status: APPROVED. ETA: 2025-05-06. Delay: 165 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000269,600391,6,ITEM-00213,EA,102,163,165,2025-07-20,2025-08-31,2025-10-14,163,2,II2F44,Globex Ltd,APPROVED,2025-06-24,44.0,Procurement,,PO PO-0000269 for 163 ITEM-00213s from Globex Ltd to WH 102. Status: APPROVED. ETA: 2025-08-31. Delay: 44 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000269,600392,8,ITEM-00249,CT,102,157,158,2025-10-23,2025-07-28,2025-09-17,157,1,II2F44,Globex Ltd,APPROVED,2025-06-24,51.0,Procurement,,PO PO-0000269 for 157 ITEM-00249s from Globex Ltd to WH 102. Status: APPROVED. ETA: 2025-07-28. Delay: 51 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000156,600393,8,ITEM-00091,CT,101,132,133,2025-07-22,2025-09-04,2025-08-20,132,1,B72EHS,Contoso Supply,REQUIRES REAPPROVAL,2025-08-26,0.0,Procurement,,PO PO-0000156 for 132 ITEM-00091s from Contoso Supply to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-09-04. Delay: no delay.,
PO-0000178,600394,8,ITEM-00185,EA,103,154,156,2025-09-18,2025-10-04,2025-09-03,154,2,02NR7O,Acme Parts,IN PROCESS,2025-08-21,0.0,Procurement,,PO PO-0000178 for 154 ITEM-00185s from Acme Parts to WH 103. Status: IN PROCESS. ETA: 2025-10-04. Delay: no delay.,
PO-0000231,600395,8,ITEM-00131,BX,103,141,136,2025-07-24,2025-07-18,2025-09-29,136,0,SMADE0,Umbrella,IN PROCESS,2025-09-09,92.0,Procurement,,PO PO-0000231 for 141 ITEM-00131s from Umbrella to WH 103. Status: IN PROCESS. ETA: 2025-07-18. Delay: 92 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000256,600396,1,ITEM-00176,CT,103,76,73,2025-09-24,2025-08-14,2025-09-11,73,0,OV4Z7L,Initech,REJECTED,2025-09-29,65.0,Procurement,,PO PO-0000256 for 76 ITEM-00176s from Initech to WH 103. Status: REJECTED. ETA: 2025-08-14. Delay: 65 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000226,600397,5,ITEM-00268,EA,102,155,156,2025-07-14,2025-07-29,2025-10-02,155,1,PZ4FD1,Umbrella,REQUIRES REAPPROVAL,2025-07-27,65.0,Procurement,,PO PO-0000226 for 155 ITEM-00268s from Umbrella to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-07-29. Delay: 65 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000185,600398,6,ITEM-00298,BX,301,121,122,2025-08-13,2025-07-09,2025-09-08,121,1,0CL0EC,Umbrella,IN PROCESS,2025-07-01,61.0,Procurement,,PO PO-0000185 for 121 ITEM-00298s from Umbrella to WH 301. Status: IN PROCESS. ETA: 2025-07-09. Delay: 61 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000164,600399,3,ITEM-00085,BX,101,89,93,2025-10-29,2025-08-14,2025-10-13,89,4,BAREKV,Initech,REJECTED,2025-09-09,60.0,Procurement,,PO PO-0000164 for 89 ITEM-00085s from Initech to WH 101. Status: REJECTED. ETA: 2025-08-14. Delay: 60 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000193,600400,7,ITEM-00073,BX,301,151,155,2025-07-08,2025-10-11,2025-09-07,151,4,K3OFT5,Wayne Industrial,REJECTED,2025-07-31,0.0,Procurement,,PO PO-0000193 for 151 ITEM-00073s from Wayne Industrial to WH 301. Status: REJECTED. ETA: 2025-10-11. Delay: no delay.,
PO-0000217,600401,6,ITEM-00286,BX,103,135,130,2025-09-21,2025-05-05,2025-09-11,130,0,1ZRG2C,Contoso Supply,REJECTED,2025-09-01,166.0,Procurement,,PO PO-0000217 for 135 ITEM-00286s from Contoso Supply to WH 103. Status: REJECTED. ETA: 2025-05-05. Delay: 166 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000149,600402,4,ITEM-00197,CT,201,40,44,2025-07-23,2025-05-01,2025-10-07,40,4,FIJMNK,Contoso Supply,IN PROCESS,2025-06-27,159.0,Procurement,,PO PO-0000149 for 40 ITEM-00197s from Contoso Supply to WH 201. Status: IN PROCESS. ETA: 2025-05-01. Delay: 159 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000073,600403,7,ITEM-00209,BX,102,11,10,2025-10-11,2025-07-27,2025-10-04,10,0,01YPZF,Acme Parts,APPROVED,2025-07-24,83.0,Procurement,,PO PO-0000073 for 11 ITEM-00209s from Acme Parts to WH 102. Status: APPROVED. ETA: 2025-07-27. Delay: 83 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000067,600404,2,ITEM-00130,CT,103,194,192,2025-07-30,2025-09-06,2025-09-22,192,0,NJ5HFI,Wayne Industrial,REQUIRES REAPPROVAL,2025-08-06,42.0,Procurement,,PO PO-0000067 for 194 ITEM-00130s from Wayne Industrial to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-09-06. Delay: 42 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000022,600405,4,ITEM-00075,BX,102,122,122,2025-08-25,2025-05-23,2025-08-20,122,0,DPNV42,Stark Logistics,REQUIRES REAPPROVAL,2025-08-18,89.0,Procurement,,PO PO-0000022 for 122 ITEM-00075s from Stark Logistics to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-05-23. Delay: 89 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000012,600406,2,ITEM-00163,PK,102,73,68,2025-09-14,2025-05-12,2025-09-14,68,0,JBH53Z,Initech,REJECTED,2025-07-24,159.0,Procurement,,PO PO-0000012 for 73 ITEM-00163s from Initech to WH 102. Status: REJECTED. ETA: 2025-05-12. Delay: 159 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000087,600407,9,ITEM-00116,BX,201,49,45,2025-08-04,2025-06-28,2025-10-12,45,0,AD9UR6,Stark Logistics,IN PROCESS,2025-08-28,112.0,Procurement,,PO PO-0000087 for 49 ITEM-00116s from Stark Logistics to WH 201. Status: IN PROCESS. ETA: 2025-06-28. Delay: 112 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000057,600408,4,ITEM-00172,EA,102,84,82,2025-07-11,2025-04-26,2025-09-22,82,0,DTW2NF,Acme Parts,REJECTED,2025-07-06,175.0,Procurement,,PO PO-0000057 for 84 ITEM-00172s from Acme Parts to WH 102. Status: REJECTED. ETA: 2025-04-26. Delay: 175 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000002,600409,2,ITEM-00076,PK,301,186,182,2025-08-14,2025-10-11,2025-09-13,182,0,1ZCO65,Acme Parts,REJECTED,2025-10-13,7.0,Procurement,,PO PO-0000002 for 186 ITEM-00076s from Acme Parts to WH 301. Status: REJECTED. ETA: 2025-10-11. Delay: 7 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000050,600410,4,ITEM-00248,BX,301,30,25,2025-08-20,2025-07-08,2025-09-03,25,0,I9VGYT,Umbrella,REJECTED,2025-10-14,102.0,Procurement,,PO PO-0000050 for 30 ITEM-00248s from Umbrella to WH 301. Status: REJECTED. ETA: 2025-07-08. Delay: 102 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000179,600411,7,ITEM-00198,PK,201,122,120,2025-07-10,2025-06-19,2025-09-16,120,0,VNA6GA,Wayne Industrial,REJECTED,2025-08-15,121.0,Procurement,,PO PO-0000179 for 122 ITEM-00198s from Wayne Industrial to WH 201. Status: REJECTED. ETA: 2025-06-19. Delay: 121 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000205,600412,9,ITEM-00058,PK,102,35,30,2025-10-23,2025-06-07,2025-09-28,30,0,FKR95S,Umbrella,REJECTED,2025-10-13,133.0,Procurement,,PO PO-0000205 for 35 ITEM-00058s from Umbrella to WH 102. Status: REJECTED. ETA: 2025-06-07. Delay: 133 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000026,600413,3,ITEM-00123,BX,101,154,152,2025-09-13,2025-05-09,2025-09-24,152,0,P9NHAB,Umbrella,REQUIRES REAPPROVAL,2025-09-03,162.0,Procurement,,PO PO-0000026 for 154 ITEM-00123s from Umbrella to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-05-09. Delay: 162 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000174,600414,5,ITEM-00049,EA,201,35,37,2025-08-13,2025-08-09,2025-09-01,35,2,7NDRVB,Acme Parts,APPROVED,2025-10-14,23.0,Procurement,,PO PO-0000174 for 35 ITEM-00049s from Acme Parts to WH 201. Status: APPROVED. ETA: 2025-08-09. Delay: 23 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000006,600415,8,ITEM-00261,CT,101,56,51,2025-08-27,2025-05-22,2025-09-01,51,0,39ZJBK,Globex Ltd,REJECTED,2025-07-01,149.0,Procurement,,PO PO-0000006 for 56 ITEM-00261s from Globex Ltd to WH 101. Status: REJECTED. ETA: 2025-05-22. Delay: 149 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000147,600416,7,ITEM-00014,PK,301,107,109,2025-10-27,2025-07-20,2025-09-01,107,2,G4PG3Z,Acme Parts,REJECTED,2025-08-08,43.0,Procurement,,PO PO-0000147 for 107 ITEM-00014s from Acme Parts to WH 301. Status: REJECTED. ETA: 2025-07-20. Delay: 43 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000223,600417,6,ITEM-00218,CT,101,86,82,2025-10-08,2025-10-06,2025-08-21,82,0,WXRE2Y,Umbrella,IN PROCESS,2025-09-14,12.0,Procurement,,PO PO-0000223 for 86 ITEM-00218s from Umbrella to WH 101. Status: IN PROCESS. ETA: 2025-10-06. Delay: 12 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000194,600418,5,ITEM-00231,PK,301,163,158,2025-07-25,2025-04-23,2025-10-01,158,0,JOXKCW,Stark Logistics,REJECTED,2025-09-01,178.0,Procurement,,PO PO-0000194 for 163 ITEM-00231s from Stark Logistics to WH 301. Status: REJECTED. ETA: 2025-04-23. Delay: 178 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000099,600419,1,ITEM-00032,BX,102,101,101,2025-07-09,2025-06-17,2025-09-23,101,0,2UU8UM,Wayne Industrial,REQUIRES REAPPROVAL,2025-09-10,98.0,Procurement,,PO PO-0000099 for 101 ITEM-00032s from Wayne Industrial to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-06-17. Delay: 98 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000004,600420,4,ITEM-00007,BX,102,119,118,2025-10-24,2025-05-17,2025-09-03,118,0,X72X6B,Stark Logistics,REQUIRES REAPPROVAL,2025-06-27,154.0,Procurement,,PO PO-0000004 for 119 ITEM-00007s from Stark Logistics to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-05-17. Delay: 154 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000251,600421,7,ITEM-00070,PK,103,105,102,2025-07-25,2025-08-07,2025-09-11,102,0,VS5ASU,Wayne Industrial,REJECTED,2025-08-28,72.0,Procurement,,PO PO-0000251 for 105 ITEM-00070s from Wayne Industrial to WH 103. Status: REJECTED. ETA: 2025-08-07. Delay: 72 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000155,600422,1,ITEM-00153,PK,201,12,13,2025-08-06,2025-05-19,2025-10-11,12,1,CKLQ8U,Stark Logistics,REQUIRES REAPPROVAL,2025-10-18,145.0,Procurement,,PO PO-0000155 for 12 ITEM-00153s from Stark Logistics to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-05-19. Delay: 145 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000073,600423,6,ITEM-00257,BX,102,131,126,2025-10-12,2025-07-21,2025-10-02,126,0,01YPZF,Acme Parts,APPROVED,2025-07-24,89.0,Procurement,,PO PO-0000073 for 131 ITEM-00257s from Acme Parts to WH 102. Status: APPROVED. ETA: 2025-07-21. Delay: 89 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000077,600424,4,ITEM-00092,EA,201,149,153,2025-09-10,2025-09-20,2025-09-25,149,4,IDRVH7,Globex Ltd,APPROVED,2025-10-13,5.0,Procurement,,PO PO-0000077 for 149 ITEM-00092s from Globex Ltd to WH 201. Status: APPROVED. ETA: 2025-09-20. Delay: 5 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000200,600425,1,ITEM-00059,BX,101,198,200,2025-08-14,2025-09-28,2025-10-09,198,2,PD57B9,Initech,REQUIRES REAPPROVAL,2025-09-05,11.0,Procurement,,PO PO-0000200 for 198 ITEM-00059s from Initech to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-09-28. Delay: 11 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000178,600426,1,ITEM-00220,CT,301,153,152,2025-08-05,2025-05-24,2025-10-04,152,0,02NR7O,Acme Parts,IN PROCESS,2025-08-21,147.0,Procurement,,PO PO-0000178 for 153 ITEM-00220s from Acme Parts to WH 301. Status: IN PROCESS. ETA: 2025-05-24. Delay: 147 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000112,600427,4,ITEM-00199,CT,201,157,153,2025-10-11,2025-10-16,2025-10-02,153,0,827KNM,Globex Ltd,REJECTED,2025-08-22,2.0,Procurement,,PO PO-0000112 for 157 ITEM-00199s from Globex Ltd to WH 201. Status: REJECTED. ETA: 2025-10-16. Delay: 2 days.,
PO-0000055,600428,5,ITEM-00080,CT,101,60,61,2025-10-14,2025-10-06,2025-08-28,60,1,XTAP19,Initech,REJECTED,2025-09-18,0.0,Procurement,,PO PO-0000055 for 60 ITEM-00080s from Initech to WH 101. Status: REJECTED. ETA: 2025-10-06. Delay: no delay.,
PO-0000059,600429,2,ITEM-00133,PK,103,33,34,2025-08-09,2025-05-17,2025-10-05,33,1,VUAW3P,Contoso Supply,REJECTED,2025-08-19,141.0,Procurement,,PO PO-0000059 for 33 ITEM-00133s from Contoso Supply to WH 103. Status: REJECTED. ETA: 2025-05-17. Delay: 141 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000269,600430,7,ITEM-00014,BX,102,32,35,2025-09-09,2025-06-12,2025-09-26,32,3,II2F44,Globex Ltd,APPROVED,2025-06-24,106.0,Procurement,,PO PO-0000269 for 32 ITEM-00014s from Globex Ltd to WH 102. Status: APPROVED. ETA: 2025-06-12. Delay: 106 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000122,600431,3,ITEM-00201,CT,301,173,176,2025-08-15,2025-10-15,2025-09-06,173,3,OFKWW9,Initech,IN PROCESS,2025-08-17,0.0,Procurement,,PO PO-0000122 for 173 ITEM-00201s from Initech to WH 301. Status: IN PROCESS. ETA: 2025-10-15. Delay: no delay.,
PO-0000136,600432,4,ITEM-00064,PK,201,143,141,2025-10-26,2025-06-11,2025-10-11,141,0,CCDI4N,Globex Ltd,REQUIRES REAPPROVAL,2025-09-08,129.0,Procurement,,PO PO-0000136 for 143 ITEM-00064s from Globex Ltd to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-06-11. Delay: 129 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000134,600433,7,ITEM-00030,BX,301,152,152,2025-07-23,2025-07-12,2025-09-12,152,0,YWZV42,Contoso Supply,REJECTED,2025-09-10,62.0,Procurement,,PO PO-0000134 for 152 ITEM-00030s from Contoso Supply to WH 301. Status: REJECTED. ETA: 2025-07-12. Delay: 62 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000069,600434,7,ITEM-00155,BX,103,196,191,2025-08-18,2025-10-13,2025-10-04,191,0,RBLY88,Globex Ltd,APPROVED,2025-06-30,5.0,Procurement,,PO PO-0000069 for 196 ITEM-00155s from Globex Ltd to WH 103. Status: APPROVED. ETA: 2025-10-13. Delay: 5 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000061,600435,2,ITEM-00164,CT,301,57,58,2025-07-18,2025-09-21,2025-09-17,57,1,6VO1EH,Initech,REJECTED,2025-10-07,0.0,Procurement,,PO PO-0000061 for 57 ITEM-00164s from Initech to WH 301. Status: REJECTED. ETA: 2025-09-21. Delay: no delay.,
PO-0000077,600436,3,ITEM-00176,BX,103,87,83,2025-07-17,2025-08-19,2025-10-04,83,0,IDRVH7,Globex Ltd,APPROVED,2025-10-13,60.0,Procurement,,PO PO-0000077 for 87 ITEM-00176s from Globex Ltd to WH 103. Status: APPROVED. ETA: 2025-08-19. Delay: 60 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000149,600437,1,ITEM-00258,CT,103,114,116,2025-08-03,2025-06-15,2025-10-11,114,2,FIJMNK,Contoso Supply,IN PROCESS,2025-06-27,118.0,Procurement,,PO PO-0000149 for 114 ITEM-00258s from Contoso Supply to WH 103. Status: IN PROCESS. ETA: 2025-06-15. Delay: 118 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000099,600438,3,ITEM-00085,EA,301,66,67,2025-10-06,2025-05-28,2025-10-04,66,1,2UU8UM,Wayne Industrial,REQUIRES REAPPROVAL,2025-09-10,129.0,Procurement,,PO PO-0000099 for 66 ITEM-00085s from Wayne Industrial to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-05-28. Delay: 129 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000146,600439,6,ITEM-00128,EA,101,22,26,2025-09-21,2025-06-15,2025-10-05,22,4,K2HN0Y,Umbrella,IN PROCESS,2025-08-18,112.0,Procurement,,PO PO-0000146 for 22 ITEM-00128s from Umbrella to WH 101. Status: IN PROCESS. ETA: 2025-06-15. Delay: 112 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000128,600440,8,ITEM-00171,PK,101,16,17,2025-10-27,2025-05-17,2025-09-26,16,1,LUZPCF,Contoso Supply,REQUIRES REAPPROVAL,2025-09-25,132.0,Procurement,,PO PO-0000128 for 16 ITEM-00171s from Contoso Supply to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-05-17. Delay: 132 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000041,600441,3,ITEM-00293,BX,102,132,136,2025-07-12,2025-08-01,2025-09-24,132,4,HN5DZK,Initech,APPROVED,2025-09-07,54.0,Procurement,,PO PO-0000041 for 132 ITEM-00293s from Initech to WH 102. Status: APPROVED. ETA: 2025-08-01. Delay: 54 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000210,600442,2,ITEM-00104,PK,103,103,101,2025-10-02,2025-07-09,2025-09-17,101,0,XVKSUQ,Globex Ltd,APPROVED,2025-09-26,101.0,Procurement,,PO PO-0000210 for 103 ITEM-00104s from Globex Ltd to WH 103. Status: APPROVED. ETA: 2025-07-09. Delay: 101 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000042,600443,4,ITEM-00263,CT,201,53,57,2025-09-03,2025-05-18,2025-10-16,53,4,FMDBIE,Contoso Supply,REQUIRES REAPPROVAL,2025-07-02,151.0,Procurement,,PO PO-0000042 for 53 ITEM-00263s from Contoso Supply to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-05-18. Delay: 151 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000226,600444,5,ITEM-00077,CT,201,37,35,2025-10-01,2025-07-14,2025-09-15,35,0,PZ4FD1,Umbrella,REQUIRES REAPPROVAL,2025-07-27,96.0,Procurement,,PO PO-0000226 for 37 ITEM-00077s from Umbrella to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-07-14. Delay: 96 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000257,600445,5,ITEM-00117,BX,201,86,83,2025-07-15,2025-05-25,2025-10-07,83,0,DGRQZQ,Stark Logistics,REJECTED,2025-07-16,146.0,Procurement,,PO PO-0000257 for 86 ITEM-00117s from Stark Logistics to WH 201. Status: REJECTED. ETA: 2025-05-25. Delay: 146 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000144,600446,7,ITEM-00096,CT,101,194,194,2025-08-18,2025-05-27,2025-08-30,194,0,S7V8OZ,Stark Logistics,APPROVED,2025-10-03,95.0,Procurement,,PO PO-0000144 for 194 ITEM-00096s from Stark Logistics to WH 101. Status: APPROVED. ETA: 2025-05-27. Delay: 95 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000155,600447,2,ITEM-00203,BX,301,69,71,2025-07-05,2025-06-13,2025-09-02,69,2,CKLQ8U,Stark Logistics,REQUIRES REAPPROVAL,2025-10-18,81.0,Procurement,,PO PO-0000155 for 69 ITEM-00203s from Stark Logistics to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-06-13. Delay: 81 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000211,600448,5,ITEM-00263,CT,101,199,199,2025-08-24,2025-09-07,2025-10-14,199,0,MOPVSP,Contoso Supply,REQUIRES REAPPROVAL,2025-07-18,37.0,Procurement,,PO PO-0000211 for 199 ITEM-00263s from Contoso Supply to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-09-07. Delay: 37 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000155,600449,2,ITEM-00147,BX,102,182,182,2025-11-01,2025-06-04,2025-10-15,182,0,CKLQ8U,Stark Logistics,REQUIRES REAPPROVAL,2025-10-18,133.0,Procurement,,PO PO-0000155 for 182 ITEM-00147s from Stark Logistics to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-06-04. Delay: 133 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000221,600450,8,ITEM-00279,CT,301,70,68,2025-07-13,2025-09-01,2025-09-12,68,0,YA8DYU,Globex Ltd,REQUIRES REAPPROVAL,2025-09-05,47.0,Procurement,,PO PO-0000221 for 70 ITEM-00279s from Globex Ltd to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-09-01. Delay: 47 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000254,600451,1,ITEM-00001,PK,101,167,168,2025-10-06,2025-10-07,2025-10-15,167,1,I2TN56,Globex Ltd,REQUIRES REAPPROVAL,2025-06-24,8.0,Procurement,,PO PO-0000254 for 167 ITEM-00001s from Globex Ltd to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-10-07. Delay: 8 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000233,600452,5,ITEM-00281,CT,103,50,54,2025-09-27,2025-08-19,2025-09-08,50,4,W4U71W,Wayne Industrial,APPROVED,2025-09-27,20.0,Procurement,,PO PO-0000233 for 50 ITEM-00281s from Wayne Industrial to WH 103. Status: APPROVED. ETA: 2025-08-19. Delay: 20 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000029,600453,2,ITEM-00007,BX,101,111,114,2025-08-07,2025-06-08,2025-08-23,111,3,FHZBDV,Globex Ltd,IN PROCESS,2025-08-19,76.0,Procurement,,PO PO-0000029 for 111 ITEM-00007s from Globex Ltd to WH 101. Status: IN PROCESS. ETA: 2025-06-08. Delay: 76 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000099,600454,7,ITEM-00266,BX,102,98,96,2025-08-05,2025-09-06,2025-09-29,96,0,2UU8UM,Wayne Industrial,REQUIRES REAPPROVAL,2025-09-10,42.0,Procurement,,PO PO-0000099 for 98 ITEM-00266s from Wayne Industrial to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-09-06. Delay: 42 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000117,600455,2,ITEM-00299,EA,301,37,35,2025-09-05,2025-07-26,2025-10-09,35,0,EXYW52,Initech,APPROVED,2025-08-05,84.0,Procurement,,PO PO-0000117 for 37 ITEM-00299s from Initech to WH 301. Status: APPROVED. ETA: 2025-07-26. Delay: 84 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000253,600456,5,ITEM-00131,EA,102,190,189,2025-07-13,2025-10-01,2025-10-17,189,0,JM10CR,Initech,REQUIRES REAPPROVAL,2025-09-03,17.0,Procurement,,PO PO-0000253 for 190 ITEM-00131s from Initech to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-10-01. Delay: 17 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000074,600457,6,ITEM-00294,CT,102,197,193,2025-09-22,2025-06-10,2025-10-12,193,0,6JVTO6,Wayne Industrial,REQUIRES REAPPROVAL,2025-09-20,130.0,Procurement,,PO PO-0000074 for 197 ITEM-00294s from Wayne Industrial to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-06-10. Delay: 130 days. SLA: SLA_BREACH.,SLA_BREACH
